format,stat_category,player_name,rank,batting_matches,batting_inns,batting_avg,batting_sr,batting_hs,batting_4’s,batting_6’s,batting_50’s,batting_100’s,batting_runs,bowling_matches,bowling_inns,bowling_wickets,bowling_avg,bowling_bowling figure,bowling_economy rate,bowling_sr,bowling_runs
ODI,batting_highest_score,Maninder Singh,187,59.0,18.0,12.25,54.44,8.0,1,-,-,-,49.0,,,,,,,,
ODI,batting_highest_score,Venkatapathy Raju,188,53.0,16.0,4.0,47.76,8.0,1,-,-,-,32.0,,,,,,,,
ODI,batting_highest_score,Rahul Sanghvi,189,10.0,2.0,4.0,72.72,8.0,-,1,-,-,8.0,,,,,,,,
ODI,batting_highest_score,Thirunavukkarasu Kumaran,190,8.0,3.0,6.33,70.37,8.0,2,-,-,-,19.0,,,,,,,,
ODI,batting_highest_score,Lalchand Rajput,191,4.0,4.0,3.0,29.03,8.0,-,-,-,-,9.0,,,,,,,,
ODI,batting_highest_score,Noel David,192,4.0,2.0,0.0,90.0,8.0,-,-,-,-,9.0,,,,,,,,
ODI,batting_highest_score,Bharat Arun,193,4.0,3.0,10.5,65.62,8.0,2,-,-,-,21.0,,,,,,,,
ODI,batting_highest_score,Bharath Reddy,194,3.0,2.0,0.0,55.0,8.0,1,-,-,-,11.0,,,,,,,,
ODI,batting_highest_score,Gurkeerat Singh Mann,195,3.0,3.0,6.5,100.0,8.0,2,-,-,-,13.0,,,,,,,,
ODI,batting_highest_score,Vikram Singh,196,2.0,1.0,8.0,61.53,8.0,1,-,-,-,8.0,,,,,,,,
ODI,batting_highest_score,Sanjay Raul,197,2.0,2.0,4.0,57.14,8.0,-,-,-,-,8.0,,,,,,,,
ODI,batting_highest_score,Pankaj Dharmani,198,1.0,1.0,8.0,100.0,8.0,-,-,-,-,8.0,,,,,,,,
ODI,batting_highest_score,Abey Kuruvilla,199,25.0,11.0,3.71,60.46,7.0,1,1,-,-,26.0,,,,,,,,
ODI,batting_highest_score,Gopal Sharma,200,11.0,2.0,5.5,45.83,7.0,-,-,-,-,11.0,,,,,,,,
ODI,batting_highest_score,Paras Mhambrey,201,3.0,1.0,0.0,140.0,7.0,1,-,-,-,7.0,,,,,,,,
ODI,batting_highest_score,Nitish Rana,202,1.0,1.0,7.0,50.0,7.0,-,-,-,-,7.0,,,,,,,,
ODI,batting_highest_score,Varun Aaron,203,9.0,3.0,8.0,53.33,6.0,1,-,-,-,8.0,,,,,,,,
ODI,batting_highest_score,Ashok Patel,204,8.0,2.0,3.0,54.54,6.0,-,-,-,-,6.0,,,,,,,,
ODI,batting_highest_score,Mukesh Kumar,205,6.0,2.0,10.0,62.5,6.0,2,-,-,-,10.0,,,,,,,,
ODI,batting_highest_score,Bhupinder Singh,206,2.0,1.0,6.0,46.15,6.0,-,-,-,-,6.0,,,,,,,,
ODI,batting_highest_score,Tirumalai Srinivasan,207,2.0,2.0,5.0,28.57,6.0,-,-,-,-,10.0,,,,,,,,
ODI,batting_highest_score,Pochiah Krishnamurthy,208,1.0,1.0,6.0,46.15,6.0,-,-,-,-,6.0,,,,,,,,
ODI,batting_highest_score,Dilip Rasiklal Doshi,209,15.0,5.0,3.0,45.0,5.0,-,-,-,-,9.0,,,,,,,,
ODI,batting_highest_score,Syed Khaleel Ahmed,210,11.0,3.0,4.5,52.94,5.0,1,-,-,-,9.0,,,,,,,,
ODI,batting_highest_score,Nilesh Kulkarni,211,10.0,5.0,5.5,55.0,5.0,-,-,-,-,11.0,,,,,,,,
ODI,batting_highest_score,Tinu Yohannan,212,3.0,2.0,0.0,63.63,5.0,-,-,-,-,7.0,,,,,,,,
ODI,batting_highest_score,Narendra Hirwani,213,18.0,7.0,2.0,27.58,4.0,-,-,-,-,8.0,,,,,,,,
ODI,batting_highest_score,Aavishkar Salvi,214,4.0,3.0,2.0,28.57,4.0,-,-,-,-,4.0,,,,,,,,
ODI,batting_highest_score,Gyanendrakumar Kedarnath Pandey,215,2.0,2.0,4.0,36.36,4.0,-,-,-,-,4.0,,,,,,,,
ODI,batting_highest_score,Ravi Bishnoi,216,1.0,1.0,0.0,200.0,4.0,1,-,-,-,4.0,,,,,,,,
ODI,batting_highest_score,Ramchandra Sudhakar Rao,217,1.0,1.0,4.0,28.57,4.0,-,-,-,-,4.0,,,,,,,,
ODI,batting_highest_score,Gursharan Singh,218,1.0,1.0,4.0,40.0,4.0,-,-,-,-,4.0,,,,,,,,
ODI,batting_highest_score,Dodda Ganesh,219,1.0,1.0,4.0,50.0,4.0,-,-,-,-,4.0,,,,,,,,
ODI,batting_highest_score,Harvinder Singh,220,16.0,5.0,1.5,31.57,3.0,-,-,-,-,6.0,,,,,,,,
ODI,batting_highest_score,Suru Nayak,221,4.0,1.0,3.0,15.78,3.0,-,-,-,-,3.0,,,,,,,,
ODI,batting_highest_score,Utpal Subodh Chatterjee,222,3.0,2.0,6.0,20.0,3.0,-,-,-,-,6.0,,,,,,,,
ODI,batting_highest_score,Pankaj Singh,223,1.0,1.0,0.0,100.0,3.0,-,-,-,-,3.0,,,,,,,,
ODI,batting_highest_score,Prasidh Krishna,224,23.0,7.0,1.0,11.76,2.0,-,-,-,-,2.0,,,,,,,,
ODI,batting_highest_score,Laxman Sivaramakrishnan,225,16.0,4.0,2.5,20.83,2.0,-,-,-,-,5.0,,,,,,,,
ODI,batting_highest_score,Umran Malik,226,10.0,4.0,2.0,18.18,2.0,-,-,-,-,2.0,,,,,,,,
ODI,batting_highest_score,Saradindu Purnendu Mukherjee,227,3.0,1.0,0.0,100.0,2.0,-,-,-,-,2.0,,,,,,,,
ODI,batting_highest_score,Jayant Yadav,228,2.0,2.0,3.0,42.85,2.0,-,-,-,-,3.0,,,,,,,,
ODI,batting_highest_score,Kuldeep Sen,229,1.0,1.0,0.0,50.0,2.0,-,-,-,-,2.0,,,,,,,,
ODI,batting_highest_score,Krishnappa Gowtham,230,1.0,1.0,2.0,66.66,2.0,-,-,-,-,2.0,,,,,,,,
ODI,batting_highest_score,Shivlal Yadav,231,7.0,2.0,0.0,6.25,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_score,Rajinder Singh Ghai,232,6.0,1.0,1.0,33.33,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_score,Yograj Singh,233,6.0,4.0,0.5,8.33,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_score,Rahul Sharma,234,4.0,1.0,1.0,50.0,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_score,Sudeep Tyagi,235,4.0,1.0,0.0,50.0,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_score,Siddarth Kaul,236,3.0,2.0,0.5,33.33,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_score,Naman Ojha,237,1.0,1.0,1.0,14.28,1.0,-,-,-,-,1.0,,,,,,,,
ODI,batting_highest_average,Shubman Gill,2,61.0,61.0,55.71,99.02,208.0,334,63,17,8,2953.0,,,,,,,,
ODI,batting_highest_average,KL Rahul,3,94.0,86.0,50.9,90.44,112.0,259,76,20,8,3360.0,,,,,,,,
ODI,batting_highest_average,MS Dhoni,4,350.0,297.0,50.57,87.56,183.0,826,229,73,10,10773.0,,,,,,,,
ODI,batting_highest_average,Rohit Sharma,5,282.0,274.0,48.84,92.74,264.0,1090,357,61,33,11577.0,,,,,,,,
ODI,batting_highest_average,Ambati Rayudu,6,55.0,50.0,47.05,79.04,124.0,145,30,10,3,1694.0,,,,,,,,
ODI,batting_highest_average,Shreyas Iyer,7,76.0,70.0,46.51,98.57,128.0,274,73,23,5,2977.0,,,,,,,,
ODI,batting_highest_average,Sachin Tendulkar,8,463.0,452.0,44.83,86.23,200.0,2016,195,96,49,18426.0,,,,,,,,
ODI,batting_highest_average,Shikhar Dhawan,9,167.0,164.0,44.11,91.35,143.0,842,79,39,17,6793.0,,,,,,,,
ODI,batting_highest_average,Ishan Kishan,10,27.0,24.0,42.4,102.19,210.0,95,33,7,1,933.0,,,,,,,,
ODI,batting_highest_average,Kedar Jadhav,11,73.0,52.0,42.09,101.6,120.0,141,24,6,2,1389.0,,,,,,,,
ODI,batting_highest_average,Sourav Ganguly,12,311.0,300.0,41.02,73.7,183.0,1122,190,72,22,11363.0,,,,,,,,
ODI,batting_highest_average,Gautam Gambhir,13,147.0,143.0,39.68,85.25,150.0,561,17,34,11,5238.0,,,,,,,,
ODI,batting_highest_average,Rahul Dravid,14,344.0,318.0,39.16,71.23,153.0,950,42,83,12,10889.0,,,,,,,,
ODI,batting_highest_average,Ajay Jadeja,15,196.0,179.0,37.47,69.79,119.0,366,85,30,6,5359.0,,,,,,,,
ODI,batting_highest_average,Navjot Sidhu,16,136.0,127.0,37.08,69.72,134.0,335,44,33,6,4413.0,,,,,,,,
ODI,batting_highest_average,Mohammad Azharuddin,17,334.0,308.0,36.92,74.02,153.0,622,77,58,7,9378.0,,,,,,,,
ODI,batting_highest_average,Yuvraj Singh,18,304.0,278.0,36.55,87.67,150.0,908,155,52,14,8701.0,,,,,,,,
ODI,batting_highest_average,Suresh Raina,19,226.0,194.0,35.31,93.5,116.0,476,120,36,5,5615.0,,,,,,,,
ODI,batting_highest_average,Ajinkya Rahane,20,90.0,87.0,35.26,78.63,111.0,293,33,24,3,2962.0,,,,,,,,
ODI,batting_highest_average,Sunil Gavaskar,21,108.0,102.0,35.13,62.26,103.0,234,21,27,1,3092.0,,,,,,,,
ODI,batting_highest_average,Virender Sehwag,22,251.0,245.0,35.05,104.33,219.0,1132,136,38,15,8273.0,,,,,,,,
ODI,batting_highest_average,Dilip Vengsarkar,23,129.0,120.0,34.73,67.74,105.0,228,24,23,1,3508.0,,,,,,,,
ODI,batting_highest_average,Rishabh Pant,24,31.0,27.0,33.5,106.21,125.0,91,26,5,1,871.0,,,,,,,,
ODI,batting_highest_average,Hemang Badani,25,40.0,36.0,33.34,73.47,100.0,68,10,4,1,867.0,,,,,,,,
ODI,batting_highest_average,Manish Pandey,26,29.0,24.0,33.29,90.56,104.0,45,5,2,1,566.0,,,,,,,,
ODI,batting_highest_average,Sanjay Manjrekar,27,74.0,70.0,33.23,64.3,105.0,99,10,15,1,1994.0,,,,,,,,
ODI,batting_highest_average,Hardik Pandya,28,94.0,68.0,32.82,110.89,92.0,141,76,11,-,1904.0,,,,,,,,
ODI,batting_highest_average,Vinod Kambli,29,104.0,97.0,32.59,71.94,106.0,187,20,14,2,2477.0,,,,,,,,
ODI,batting_highest_average,Ravindra Jadeja,30,210.0,142.0,32.27,85.54,87.0,210,55,13,-,2905.0,,,,,,,,
ODI,batting_highest_average,Mohammad Kaif,31,125.0,110.0,32.01,72.03,111.0,228,9,17,2,2753.0,,,,,,,,
ODI,batting_highest_average,VVS Laxman,32,86.0,83.0,30.76,71.23,131.0,222,4,10,6,2338.0,,,,,,,,
ODI,batting_highest_average,Mohinder Amarnath,33,85.0,75.0,30.53,57.7,102.0,123,9,13,2,1924.0,,,,,,,,
ODI,batting_highest_average,Dinesh Karthik,34,94.0,79.0,30.2,73.24,79.0,176,15,9,-,1752.0,,,,,,,,
ODI,batting_highest_average,Ravi Shastri,35,150.0,128.0,29.04,61.07,109.0,206,25,18,4,3108.0,,,,,,,,
ODI,batting_highest_average,Kris Srikkanth,36,146.0,145.0,29.01,71.74,123.0,-,-,27,4,4091.0,,,,,,,,
ODI,batting_highest_average,Yashpal Sharma,37,42.0,40.0,28.48,63.02,89.0,-,-,4,-,883.0,,,,,,,,
ODI,batting_highest_average,Sadagoppan Ramesh,38,24.0,24.0,28.08,59.15,82.0,70,1,6,-,646.0,,,,,,,,
ODI,batting_highest_average,Dinesh Mongia,39,57.0,51.0,27.95,71.47,159.0,122,8,4,1,1230.0,,,,,,,,
ODI,batting_highest_average,Raman Lamba,40,32.0,31.0,27.0,67.15,102.0,63,9,6,1,783.0,,,,,,,,
ODI,batting_highest_average,Yusuf Pathan,41,57.0,41.0,27.0,113.6,123.0,62,43,3,2,810.0,,,,,,,,
ODI,batting_highest_average,Robin Uthappa,42,46.0,42.0,25.94,90.59,86.0,107,19,6,-,934.0,,,,,,,,
ODI,batting_highest_average,Surya Kumar Yadav,43,37.0,35.0,25.76,105.02,72.0,80,19,4,-,773.0,,,,,,,,
ODI,batting_highest_average,Sandeep Patil,44,45.0,42.0,24.51,82.17,84.0,-,-,9,-,1005.0,,,,,,,,
ODI,batting_highest_average,Manoj Prabhakar,45,130.0,98.0,24.12,60.26,106.0,-,-,11,2,1858.0,,,,,,,,
ODI,batting_highest_average,Chetan Sharma,46,65.0,35.0,24.0,90.47,101.0,31,4,-,1,456.0,,,,,,,,
ODI,batting_highest_average,Kapil Dev,47,225.0,198.0,23.79,95.07,175.0,291,67,14,1,3783.0,,,,,,,,
ODI,batting_highest_average,Parthiv Patel,48,38.0,34.0,23.74,76.5,95.0,79,7,4,-,736.0,,,,,,,,
ODI,batting_highest_average,Woorkeri Raman,49,27.0,27.0,23.73,55.63,114.0,47,5,3,1,617.0,,,,,,,,
ODI,batting_highest_average,Irfan Pathan,50,120.0,87.0,23.39,79.54,83.0,142,37,5,-,1544.0,,,,,,,,
ODI,batting_highest_average,Axar Patel,51,71.0,49.0,23.18,91.76,64.0,53,31,3,-,858.0,,,,,,,,
ODI,batting_highest_average,Syed Kirmani,52,49.0,31.0,20.72,60.55,48.0,24,-,-,-,373.0,,,,,,,,
ODI,batting_highest_average,Chandrakant Pandit,53,36.0,23.0,20.71,72.5,33.0,16,-,-,-,290.0,,,,,,,,
ODI,batting_highest_average,Pravin Amre,54,37.0,30.0,20.52,64.2,84.0,28,2,2,-,513.0,,,,,,,,
ODI,batting_highest_average,Ajay Sharma,55,31.0,27.0,20.19,90.4,59.0,26,9,3,-,424.0,,,,,,,,
ODI,batting_highest_average,Nayan Mongia,56,140.0,96.0,20.19,68.94,69.0,95,8,2,-,1272.0,,,,,,,,
ODI,batting_highest_average,Gundappa Viswanath,57,25.0,23.0,19.95,52.89,75.0,33,-,2,-,439.0,,,,,,,,
ODI,batting_highest_average,Madan Lal,58,67.0,35.0,19.09,62.17,53.0,-,-,1,-,401.0,,,,,,,,
ODI,batting_highest_average,Hrishikesh Kanitkar,59,34.0,27.0,17.84,66.21,57.0,25,1,1,-,339.0,,,,,,,,
ODI,batting_highest_average,Shardul Thakur,60,47.0,25.0,17.31,105.11,50.0,31,9,1,-,329.0,,,,,,,,
ODI,batting_highest_average,Sunil Joshi,61,69.0,45.0,17.17,89.43,61.0,47,17,1,-,584.0,,,,,,,,
ODI,batting_highest_average,Ravichandran Ashwin,62,116.0,63.0,16.44,86.96,65.0,60,7,1,-,707.0,,,,,,,,
ODI,batting_highest_average,Roger Binny,63,72.0,49.0,16.12,60.13,57.0,51,1,1,-,629.0,,,,,,,,
ODI,batting_highest_average,Saba Karim,64,34.0,27.0,15.73,64.64,55.0,27,2,1,-,362.0,,,,,,,,
ODI,batting_highest_average,Nikhil Chopra,65,39.0,26.0,15.5,62.24,61.0,15,5,1,-,310.0,,,,,,,,
ODI,batting_highest_average,Ajit Agarkar,66,191.0,113.0,14.58,80.62,95.0,103,22,3,-,1269.0,,,,,,,,
ODI,batting_highest_average,Bhuvneshwar Kumar,67,121.0,55.0,14.15,73.89,53.0,46,8,1,-,552.0,,,,,,,,
ODI,batting_highest_average,Praveen Kumar,68,68.0,33.0,13.9,88.21,54.0,25,7,1,-,292.0,,,,,,,,
ODI,batting_highest_average,Harbhajan Singh,69,236.0,128.0,13.3,81.06,49.0,92,35,-,-,1237.0,,,,,,,,
ODI,batting_highest_average,Kiran More,70,94.0,65.0,13.09,69.67,42.0,-,-,-,-,563.0,,,,,,,,
ODI,batting_highest_average,Zaheer Khan,71,200.0,101.0,12.0,73.46,34.0,69,24,-,-,792.0,,,,,,,,
ODI,batting_highest_average,Javagal Srinath,72,229.0,121.0,10.63,79.62,53.0,62,17,1,-,883.0,,,,,,,,
ODI,batting_highest_average,Anil Kumble,73,271.0,136.0,10.54,61.07,26.0,57,6,-,-,938.0,,,,,,,,
ODI,batting_highest_average,Kuldeep Yadav,74,120.0,44.0,9.63,51.58,19.0,15,-,-,-,212.0,,,,,,,,
ODI,batting_highest_average,Umesh Yadav,75,75.0,24.0,7.9,58.95,18.0,8,1,-,-,79.0,,,,,,,,
ODI,batting_highest_average,Mohammad Shami,76,108.0,49.0,7.75,82.41,25.0,17,9,-,-,225.0,,,,,,,,
ODI,batting_highest_average,Jasprit Bumrah,77,89.0,26.0,7.58,57.23,16.0,10,1,-,-,91.0,,,,,,,,
ODI,batting_highest_average,Venkatesh Prasad,78,161.0,63.0,6.9,60.21,19.0,7,5,-,-,221.0,,,,,,,,
ODI,batting_highest_average,Munaf Patel,79,70.0,27.0,6.72,66.07,15.0,7,1,-,-,74.0,,,,,,,,
ODI,batting_highest_average,Ashish Nehra,80,120.0,46.0,5.64,57.31,24.0,12,3,-,-,141.0,,,,,,,,
ODI,batting_highest_average,Ishant Sharma,81,80.0,28.0,4.8,35.46,13.0,6,-,-,-,72.0,,,,,,,,
ODI,batting_most_fifties,Rahul Dravid,2,344.0,318.0,39.16,71.23,153.0,950,42,83,12,10889.0,,,,,,,,
ODI,batting_most_fifties,Virat Kohli,3,311.0,299.0,58.71,93.82,183.0,1376,168,77,54,14797.0,,,,,,,,
ODI,batting_most_fifties,MS Dhoni,4,350.0,297.0,50.57,87.56,183.0,826,229,73,10,10773.0,,,,,,,,
ODI,batting_most_fifties,Sourav Ganguly,5,311.0,300.0,41.02,73.7,183.0,1122,190,72,22,11363.0,,,,,,,,
ODI,batting_most_fifties,Rohit Sharma,6,282.0,274.0,48.84,92.74,264.0,1090,357,61,33,11577.0,,,,,,,,
ODI,batting_most_fifties,Mohammad Azharuddin,7,334.0,308.0,36.92,74.02,153.0,622,77,58,7,9378.0,,,,,,,,
ODI,batting_most_fifties,Yuvraj Singh,8,304.0,278.0,36.55,87.67,150.0,908,155,52,14,8701.0,,,,,,,,
ODI,batting_most_fifties,Shikhar Dhawan,9,167.0,164.0,44.11,91.35,143.0,842,79,39,17,6793.0,,,,,,,,
ODI,batting_most_fifties,Virender Sehwag,10,251.0,245.0,35.05,104.33,219.0,1132,136,38,15,8273.0,,,,,,,,
ODI,batting_most_fifties,Suresh Raina,11,226.0,194.0,35.31,93.5,116.0,476,120,36,5,5615.0,,,,,,,,
ODI,batting_most_fifties,Gautam Gambhir,12,147.0,143.0,39.68,85.25,150.0,561,17,34,11,5238.0,,,,,,,,
ODI,batting_most_fifties,Navjot Sidhu,13,136.0,127.0,37.08,69.72,134.0,335,44,33,6,4413.0,,,,,,,,
ODI,batting_most_fifties,Ajay Jadeja,14,196.0,179.0,37.47,69.79,119.0,366,85,30,6,5359.0,,,,,,,,
ODI,batting_most_fifties,Sunil Gavaskar,15,108.0,102.0,35.13,62.26,103.0,234,21,27,1,3092.0,,,,,,,,
ODI,batting_most_fifties,Kris Srikkanth,16,146.0,145.0,29.01,71.74,123.0,-,-,27,4,4091.0,,,,,,,,
ODI,batting_most_fifties,Ajinkya Rahane,17,90.0,87.0,35.26,78.63,111.0,293,33,24,3,2962.0,,,,,,,,
ODI,batting_most_fifties,Shreyas Iyer,18,76.0,70.0,46.51,98.57,128.0,274,73,23,5,2977.0,,,,,,,,
ODI,batting_most_fifties,Dilip Vengsarkar,19,129.0,120.0,34.73,67.74,105.0,228,24,23,1,3508.0,,,,,,,,
ODI,batting_most_fifties,KL Rahul,20,94.0,86.0,50.9,90.44,112.0,259,76,20,8,3360.0,,,,,,,,
ODI,batting_most_fifties,Ravi Shastri,21,150.0,128.0,29.04,61.07,109.0,206,25,18,4,3108.0,,,,,,,,
ODI,batting_most_fifties,Shubman Gill,22,61.0,61.0,55.71,99.02,208.0,334,63,17,8,2953.0,,,,,,,,
ODI,batting_most_fifties,Mohammad Kaif,23,125.0,110.0,32.01,72.03,111.0,228,9,17,2,2753.0,,,,,,,,
ODI,batting_most_fifties,Sanjay Manjrekar,24,74.0,70.0,33.23,64.3,105.0,99,10,15,1,1994.0,,,,,,,,
ODI,batting_most_fifties,Vinod Kambli,25,104.0,97.0,32.59,71.94,106.0,187,20,14,2,2477.0,,,,,,,,
ODI,batting_most_fifties,Kapil Dev,26,225.0,198.0,23.79,95.07,175.0,291,67,14,1,3783.0,,,,,,,,
ODI,batting_most_fifties,Mohinder Amarnath,27,85.0,75.0,30.53,57.7,102.0,123,9,13,2,1924.0,,,,,,,,
ODI,batting_most_fifties,Ravindra Jadeja,28,210.0,142.0,32.27,85.54,87.0,210,55,13,-,2905.0,,,,,,,,
ODI,batting_most_fifties,Hardik Pandya,29,94.0,68.0,32.82,110.89,92.0,141,76,11,-,1904.0,,,,,,,,
ODI,batting_most_fifties,Manoj Prabhakar,30,130.0,98.0,24.12,60.26,106.0,-,-,11,2,1858.0,,,,,,,,
ODI,batting_most_fifties,Ambati Rayudu,31,55.0,50.0,47.05,79.04,124.0,145,30,10,3,1694.0,,,,,,,,
ODI,batting_most_fifties,VVS Laxman,32,86.0,83.0,30.76,71.23,131.0,222,4,10,6,2338.0,,,,,,,,
ODI,batting_most_fifties,Sandeep Patil,33,45.0,42.0,24.51,82.17,84.0,-,-,9,-,1005.0,,,,,,,,
ODI,batting_most_fifties,Dinesh Karthik,34,94.0,79.0,30.2,73.24,79.0,176,15,9,-,1752.0,,,,,,,,
ODI,batting_most_fifties,Ishan Kishan,35,27.0,24.0,42.4,102.19,210.0,95,33,7,1,933.0,,,,,,,,
ODI,batting_most_fifties,Sadagoppan Ramesh,36,24.0,24.0,28.08,59.15,82.0,70,1,6,-,646.0,,,,,,,,
ODI,batting_most_fifties,Raman Lamba,37,32.0,31.0,27.0,67.15,102.0,63,9,6,1,783.0,,,,,,,,
ODI,batting_most_fifties,Robin Uthappa,38,46.0,42.0,25.94,90.59,86.0,107,19,6,-,934.0,,,,,,,,
ODI,batting_most_fifties,Kedar Jadhav,39,73.0,52.0,42.09,101.6,120.0,141,24,6,2,1389.0,,,,,,,,
ODI,batting_most_fifties,Rishabh Pant,40,31.0,27.0,33.5,106.21,125.0,91,26,5,1,871.0,,,,,,,,
ODI,batting_most_fifties,Irfan Pathan,41,120.0,87.0,23.39,79.54,83.0,142,37,5,-,1544.0,,,,,,,,
ODI,batting_most_fifties,Surya Kumar Yadav,42,37.0,35.0,25.76,105.02,72.0,80,19,4,-,773.0,,,,,,,,
ODI,batting_most_fifties,Parthiv Patel,43,38.0,34.0,23.74,76.5,95.0,79,7,4,-,736.0,,,,,,,,
ODI,batting_most_fifties,Hemang Badani,44,40.0,36.0,33.34,73.47,100.0,68,10,4,1,867.0,,,,,,,,
ODI,batting_most_fifties,Yashpal Sharma,45,42.0,40.0,28.48,63.02,89.0,-,-,4,-,883.0,,,,,,,,
ODI,batting_most_fifties,Dinesh Mongia,46,57.0,51.0,27.95,71.47,159.0,122,8,4,1,1230.0,,,,,,,,
ODI,batting_most_fifties,Sanju Samson,47,16.0,14.0,56.66,99.6,108.0,34,22,3,1,510.0,,,,,,,,
ODI,batting_most_fifties,Woorkeri Raman,48,27.0,27.0,23.73,55.63,114.0,47,5,3,1,617.0,,,,,,,,
ODI,batting_most_fifties,Ajay Sharma,49,31.0,27.0,20.19,90.4,59.0,26,9,3,-,424.0,,,,,,,,
ODI,batting_most_fifties,Yusuf Pathan,50,57.0,41.0,27.0,113.6,123.0,62,43,3,2,810.0,,,,,,,,
ODI,batting_most_fifties,Axar Patel,51,71.0,49.0,23.18,91.76,64.0,53,31,3,-,858.0,,,,,,,,
ODI,batting_most_fifties,Ajit Agarkar,52,191.0,113.0,14.58,80.62,95.0,103,22,3,-,1269.0,,,,,,,,
ODI,batting_most_fifties,Vikram Rathour,53,7.0,7.0,27.57,58.3,54.0,16,1,2,-,193.0,,,,,,,,
ODI,batting_most_fifties,Surinder Khanna,54,10.0,10.0,22.0,66.41,56.0,16,2,2,-,176.0,,,,,,,,
ODI,batting_most_fifties,Deepak Chahar,55,13.0,9.0,33.83,98.06,69.0,17,8,2,-,203.0,,,,,,,,
ODI,batting_most_fifties,Reetinder Sodhi,56,18.0,14.0,25.45,73.49,67.0,16,6,2,-,280.0,,,,,,,,
ODI,batting_most_fifties,Gundappa Viswanath,57,25.0,23.0,19.95,52.89,75.0,33,-,2,-,439.0,,,,,,,,
ODI,batting_most_fifties,Manish Pandey,58,29.0,24.0,33.29,90.56,104.0,45,5,2,1,566.0,,,,,,,,
ODI,batting_most_fifties,Pravin Amre,59,37.0,30.0,20.52,64.2,84.0,28,2,2,-,513.0,,,,,,,,
ODI,batting_most_fifties,Nayan Mongia,60,140.0,96.0,20.19,68.94,69.0,95,8,2,-,1272.0,,,,,,,,
ODI,batting_most_fifties,Faiz Fazal,61,1.0,1.0,0.0,90.16,55.0,7,1,1,-,55.0,,,,,,,,
ODI,batting_most_fifties,Gagan Khoda,62,2.0,2.0,57.5,62.16,89.0,11,-,1,-,115.0,,,,,,,,
ODI,batting_most_fifties,Ajit Wadekar,63,2.0,2.0,36.5,81.11,67.0,11,-,1,-,73.0,,,,,,,,
ODI,batting_most_fifties,Surinder Amarnath,64,3.0,3.0,33.33,84.03,62.0,4,-,1,-,100.0,,,,,,,,
ODI,batting_most_fifties,Nitish Kumar Reddy,65,4.0,4.0,33.33,101.01,53.0,3,5,1,-,100.0,,,,,,,,
ODI,batting_most_fifties,Syed Abid Ali,66,5.0,3.0,31.0,70.45,70.0,6,1,1,-,93.0,,,,,,,,
ODI,batting_most_fifties,Krunal Pandya,67,5.0,4.0,65.0,101.56,58.0,11,2,1,-,130.0,,,,,,,,
ODI,batting_most_fifties,Farokh Maneksha Engineer,68,5.0,4.0,38.0,58.46,54.0,13,-,1,-,114.0,,,,,,,,
ODI,batting_most_fifties,N. Tilak Varma,69,5.0,4.0,22.66,57.14,52.0,6,1,1,-,68.0,,,,,,,,
ODI,batting_most_fifties,Vakkadai Biksheswaran Chandrasekhar,70,7.0,7.0,12.57,54.32,53.0,11,-,1,-,88.0,,,,,,,,
ODI,batting_most_fifties,Sridharan Sriram,71,8.0,7.0,13.5,60.0,57.0,9,-,1,-,81.0,,,,,,,,
ODI,batting_most_fifties,Ruturaj Gaikwad,72,9.0,8.0,28.5,89.76,105.0,28,2,1,1,228.0,,,,,,,,
ODI,batting_most_fifties,Brijesh Pursuram Patel,73,10.0,9.0,30.37,60.9,82.0,-,-,1,-,243.0,,,,,,,,
ODI,batting_most_fifties,Rohan Gavaskar,74,11.0,10.0,18.87,64.52,54.0,8,2,1,-,151.0,,,,,,,,
ODI,batting_most_fifties,Jai Prakash Yadav,75,12.0,7.0,20.25,65.85,69.0,11,1,1,-,81.0,,,,,,,,
ODI,batting_most_fifties,Amay Ramsevak Khurasiya,76,12.0,11.0,13.54,79.25,57.0,14,2,1,-,149.0,,,,,,,,
ODI,batting_most_fifties,Manoj Tiwary,77,12.0,12.0,26.09,71.21,104.0,24,3,1,1,287.0,,,,,,,,
ODI,batting_most_fifties,Atul Chandrakant Bedade,78,13.0,10.0,22.57,86.33,51.0,11,5,1,-,158.0,,,,,,,,
ODI,batting_most_fifties,Arun Lal,79,13.0,13.0,9.38,52.58,51.0,10,1,1,-,122.0,,,,,,,,
ODI,batting_most_fifties,Harshit Rana,80,14.0,7.0,24.8,121.56,52.0,10,6,1,-,124.0,,,,,,,,
ODI,batting_most_fifties,Stuart Binny,81,14.0,11.0,28.75,93.49,77.0,23,5,1,-,230.0,,,,,,,,
ODI,batting_most_fifties,Anshuman Gaekwad,82,15.0,14.0,20.69,52.84,78.0,15,-,1,-,269.0,,,,,,,,
ODI,batting_most_fifties,Sanjay Bangar,83,15.0,15.0,13.84,75.31,57.0,14,3,1,-,180.0,,,,,,,,
