format,stat_category,player_name,rank,batting_matches,batting_inns,batting_avg,batting_sr,batting_hs,batting_4’s,batting_6’s,batting_50’s,batting_100’s,batting_runs,bowling_matches,bowling_inns,bowling_wickets,bowling_avg,bowling_bowling figure,bowling_economy rate,bowling_sr,bowling_runs
T20I,bowling_best_bowling_figures,Navdeep Saini,33,,,,,,,,,,,11.0,9,13,18.07,3/17,7.15,15.1,235
T20I,bowling_best_bowling_figures,Lakshmipathy Balaji,34,,,,,,,,,,,5.0,5,10,12.1,3/19,7.56,9.6,121
T20I,bowling_best_bowling_figures,Ashish Nehra,35,,,,,,,,,,,27.0,27,34,22.29,3/19,7.73,17.2,758
T20I,bowling_best_bowling_figures,Amit Mishra,36,,,,,,,,,,,10.0,10,16,15.0,3/24,6.31,14.2,240
T20I,bowling_best_bowling_figures,Vinay Kumar,37,,,,,,,,,,,9.0,9,10,24.7,3/24,7.84,18.9,247
T20I,bowling_best_bowling_figures,T. Natarajan,38,,,,,,,,,,,4.0,4,7,17.42,3/30,7.62,13.7,122
T20I,bowling_best_bowling_figures,Harshit Rana,39,,,,,,,,,,,9.0,8,9,33.0,3/33,10.6,18.6,297
T20I,bowling_best_bowling_figures,Jaydev Unadkat,40,,,,,,,,,,,10.0,10,14,21.5,3/38,8.68,14.8,301
T20I,bowling_best_bowling_figures,Prasidh Krishna,41,,,,,,,,,,,5.0,5,8,27.5,3/41,11.0,15,220
T20I,bowling_best_bowling_figures,Umran Malik,42,,,,,,,,,,,8.0,8,11,22.09,3/48,10.48,12.6,243
T20I,bowling_best_bowling_figures,Rinku Singh,43,,,,,,,,,,,45.0,3,3,6.33,2/3,7.12,5.3,19
T20I,bowling_best_bowling_figures,Abhishek Sharma,44,,,,,,,,,,,46.0,19,7,34.14,2/3,8.69,23.5,239
T20I,bowling_best_bowling_figures,Surya Kumar Yadav,45,,,,,,,,,,,113.0,1,2,2.5,2/5,5.0,3,5
T20I,bowling_best_bowling_figures,Suresh Raina,46,,,,,,,,,,,78.0,27,13,34.0,2/6,7.59,26.8,442
T20I,bowling_best_bowling_figures,Ajit Agarkar,47,,,,,,,,,,,4.0,3,3,28.33,2/10,8.09,21.00,85
T20I,bowling_best_bowling_figures,Sreesanth,48,,,,,,,,,,,10.0,9,7,41.14,2/12,8.47,29.1,288
T20I,bowling_best_bowling_figures,Piyush Chawla,49,,,,,,,,,,,7.0,7,4,37.75,2/13,6.56,34.5,151
T20I,bowling_best_bowling_figures,Praveen Kumar,50,,,,,,,,,,,10.0,10,8,24.12,2/14,7.42,19.5,193
T20I,bowling_best_bowling_figures,Umesh Yadav,51,,,,,,,,,,,9.0,9,12,23.33,2/19,9.33,15,280
T20I,bowling_best_bowling_figures,Joginder Sharma,52,,,,,,,,,,,4.0,4,4,34.5,2/20,9.51,21.7,138
T20I,bowling_best_bowling_figures,Yusuf Pathan,53,,,,,,,,,,,22.0,17,13,33.69,2/22,8.61,23.4,438
T20I,bowling_best_bowling_figures,Dhawal Kulkarni,54,,,,,,,,,,,2.0,2,3,18.33,2/23,6.87,16.0,55
T20I,bowling_best_bowling_figures,Nitish Kumar Reddy,55,,,,,,,,,,,4.0,3,3,23.66,2/23,7.88,18,71
T20I,bowling_best_bowling_figures,Venkatesh Iyer,56,,,,,,,,,,,9.0,4,5,15.0,2/23,8.18,11,75
T20I,bowling_best_bowling_figures,Munaf Patel,57,,,,,,,,,,,3.0,3,4,21.5,2/25,8.6,15.0,86
T20I,bowling_best_bowling_figures,Syed Khaleel Ahmed,58,,,,,,,,,,,18.0,18,16,35.12,2/27,8.51,24.7,562
T20I,bowling_best_bowling_figures,Mohit Sharma,59,,,,,,,,,,,8.0,8,6,30.83,2/28,8.04,23.0,185
T20I,bowling_best_bowling_figures,Rahul Sharma,60,,,,,,,,,,,2.0,2,3,18.66,2/29,7.63,14.6,56
T20I,bowling_best_bowling_figures,Vijay Shankar,61,,,,,,,,,,,9.0,6,5,38.2,2/32,9.09,25.2,191
T20I,bowling_best_bowling_figures,Ishant Sharma,62,,,,,,,,,,,14.0,14,8,50.0,2/34,8.63,34.7,400
T20I,bowling_best_bowling_figures,Siddarth Kaul,63,,,,,,,,,,,3.0,3,4,21.0,2/35,8.68,14.5,84
T20I,bowling_best_bowling_figures,N. Tilak Varma,64,,,,,,,,,,,49.0,7,4,13.75,1/1,5.78,14.2,55
T20I,bowling_best_bowling_figures,Sachin Tendulkar,65,,,,,,,,,,,1.0,1,1,12.0,1/12,4.8,15.0,12
T20I,bowling_best_bowling_figures,Shahbaz Ahamad,66,,,,,,,,,,,2.0,2,2,20.5,1/13,7.68,16,41
T20I,bowling_best_bowling_figures,Virat Kohli,67,,,,,,,,,,,125.0,13,4,51.0,1/13,8.05,38,204
T20I,bowling_best_bowling_figures,Stuart Binny,68,,,,,,,,,,,3.0,3,1,54.0,1/14,10.8,30,54
T20I,bowling_best_bowling_figures,Pawan Negi,69,,,,,,,,,,,1.0,1,1,16.0,1/16,5.33,18,16
T20I,bowling_best_bowling_figures,Rohit Sharma,70,,,,,,,,,,,159.0,9,1,99.99,1/22,9.97,68,113
T20I,bowling_best_bowling_figures,Tushar Deshpande,71,,,,,,,,,,,2.0,2,2,27.5,1/25,9.16,18,55
T20I,bowling_best_bowling_figures,Karn Sharma,72,,,,,,,,,,,1.0,1,1,28.0,1/28,7.0,24,28
T20I,bowling_best_bowling_figures,Parvez Rasool,73,,,,,,,,,,,1.0,1,1,32.0,1/32,8.0,24,32
T20I,bowling_best_bowling_figures,Chetan Sakariya,74,,,,,,,,,,,2.0,1,1,34.0,1/34,9.27,22,34
T20I,bowling_best_bowling_figures,Sandeep Sharma,75,,,,,,,,,,,2.0,2,1,73.0,1/39,10.42,42,73
T20I,bowling_best_bowling_figures,Rishi Dhawan,76,,,,,,,,,,,1.0,1,1,42.0,1/42,10.5,24,42
T20I,bowling_best_bowling_figures,Ramandeep Singh,77,,,,,,,,,,,2.0,1,1,42.0,1/42,12.6,20,42
T20I,bowling_best_bowling_figures,Sreenath Aravind,78,,,,,,,,,,,1.0,1,1,44.0,1/44,12.0,22.0,44
T20I,bowling_best_bowling_figures,Gautam Gambhir,79,,,,,,,,,,,37.0,-,-,0.0,-,0.0,-,-
T20I,bowling_best_bowling_figures,Rahul Dravid,80,,,,,,,,,,,1.0,-,-,0.0,-,0.0,-,-
T20I,bowling_best_economy,Jasprit Bumrah,2,,,,,,,,,,,95.0,92,121,18.08,4/15,6.51,16.6,2188
T20I,bowling_best_economy,Ravichandran Ashwin,3,,,,,,,,,,,65.0,65,72,23.22,4/8,6.9,20.1,1672
T20I,bowling_best_economy,Kuldeep Yadav,4,,,,,,,,,,,54.0,52,95,13.74,5/17,6.95,11.8,1306
T20I,bowling_best_economy,Bhuvneshwar Kumar,5,,,,,,,,,,,87.0,86,90,23.1,5/4,6.96,19.9,2079
T20I,bowling_best_economy,Washington Sundar,6,,,,,,,,,,,60.0,56,51,23.8,3/3,6.98,20.4,1214
T20I,bowling_best_economy,Yuvraj Singh,7,,,,,,,,,,,58.0,31,28,17.82,3/17,7.06,15.1,499
T20I,bowling_best_economy,Ravindra Jadeja,8,,,,,,,,,,,74.0,71,54,29.85,3/15,7.13,25.1,1612
T20I,bowling_best_economy,Ravi Bishnoi,9,,,,,,,,,,,44.0,44,64,19.51,4/13,7.4,15.8,1249
T20I,bowling_best_economy,Axar Patel,10,,,,,,,,,,,94.0,88,97,21.42,3/9,7.4,17.3,2078
T20I,bowling_best_economy,Varun Chakaravarthy,11,,,,,,,,,,,45.0,43,73,16.61,5/17,7.55,13.1,1213
T20I,bowling_best_economy,Ashish Nehra,12,,,,,,,,,,,27.0,27,34,22.29,3/19,7.73,17.2,758
T20I,bowling_best_economy,Irfan Pathan,13,,,,,,,,,,,24.0,23,28,22.07,3/16,8.02,16.5,618
T20I,bowling_best_economy,Yuzvendra Chahal,14,,,,,,,,,,,80.0,79,96,25.09,6/25,8.19,18.3,2409
T20I,bowling_best_economy,Deepak Chahar,15,,,,,,,,,,,25.0,25,31,24.09,6/7,8.3,17.4,747
T20I,bowling_best_economy,Hardik Pandya,16,,,,,,,,,,,138.0,125,114,27.13,4/16,8.34,19.5,3093
T20I,bowling_best_economy,Arshdeep Singh,17,,,,,,,,,,,84.0,83,127,19.7,5/51,8.52,13.8,2502
T20I,bowling_best_economy,Mohammad Shami,18,,,,,,,,,,,25.0,25,27,28.18,3/15,8.95,18.8,761
T20I,bowling_best_economy,Avesh Khan,19,,,,,,,,,,,25.0,24,27,27.85,4/18,9.04,18.4,752
T20I,bowling_best_economy,Shardul Thakur,20,,,,,,,,,,,25.0,24,33,23.39,4/27,9.15,15.3,772
T20I,bowling_best_economy,Harshal Patel,21,,,,,,,,,,,25.0,24,29,26.55,4/25,9.18,17.3,770
T20I,bowling_best_economy,Shivam Dube,22,,,,,,,,,,,64.0,42,31,27.54,3/4,9.77,16.9,854
